deadpresidents 160979174097 "2017-05-23 08:55:19 GMT" http://deadpresidents.tumblr.com/post/160979174097/well-im-glad-president-trump-was-able-to-respond  True text
deadpresidents 160899439727 "2017-05-21 06:02:47 GMT" http://deadpresidents.tumblr.com/post/160899439727/recapdrake-elite-millenial-influencers-donald "recapdrake: elite-millenial-influencers:  donald trump was definitely cursed by some witch or something to live out each one of his tweets   Hey @deadpresidents is that a violation of the emolment act? Him receiving that medal? If you asked the Founders, they’d probably say, “YES!”. But this is an honor that President Bush and President Obama both accepted from King Abdullah, and American Presidents have been exchanging gifts and honors with foreign leaders for most of our country’s history. It’s not what the Founders intended, but it’s not unconstitutional if the President does as Presidents usually do and accept the gifts or honors on behalf of the nation and entrust it to the National Archives. If Trump starts wearing the collar around all the time and calling himself one of King Abdul Aziz’s Arabian Knights because King Salman gave him a medal – and, with this President, he very well might fucking do that – then there would be some Constitutional issues." False text
deadpresidents 160783226642 "2017-05-17 23:16:43 GMT" http://deadpresidents.tumblr.com/post/160783226642/we-have-our-special-prosecutor  True text
deadpresidents 160712502402 "2017-05-15 23:59:23 GMT" http://deadpresidents.tumblr.com/post/160712502402/if-trump-loses-senator-corker-who-just-said-that  True text
deadpresidents 160544218282 "2017-05-11 08:29:09 GMT" http://deadpresidents.tumblr.com/post/160544218282/excerpt-from-raven-rock-the-story-of-the-us "This nuclear world is filled with seemingly harmless gobbledygook, acronyms piled upon acronyms, that explains how the world would end in thermonuclear war…The result of the president launching the nation’s bombers, submarines, and missiles against Russia would almost surely destroy not only both countries but all human life on the entire planet. There were some 30,000 nuclear weapons in the U.S. arsenal, the rough equivalent, on CIA director calculated, of 55 billion traditional 500-pound TNT bombs from World War II. Enough, as he said, to carpet each state in the union with a billion bombs – and still have five billion bombs left over.From start to finish, the entire process would take under an hour.Even as the nation lay in ruins at the end of that hour, the government would have already carefully considered how the United States itself – how the idea of the United States – would continue forward. During the Cold War, the government secretly invested billions of dollars in a complicated set of plans known as “Continuity of Government” (COG), “Continuity of Operations” (COOP), and its most secretive level, “Enduring Constitutional Government” (ECG). Through these programs, planners gave deep thought to what activities and processes would be needed following a nuclear attack – and even what totems of American culture should be saved. The World War II command bunkers in London eventually inspired a breathtakingly audacious and complex network of dozens of bunkers, ships at sea, scores of helicopters and planes overhead, even secret rail trains, and convoys of tractor-trailers in the United States.Prewritten presidential executive orders sat in office safes across Washington, as did secret draft legislation known as the Defense Resources Act, ready to be filled in Mad Libs-style with dates and emergencies, that laid out an entirely new structure and entirely new roles for how the government would function during a national emergency – effectively suspending the Constitution and Bill of Rights. The presidential Football is well known, but less well known is how the attorney general was accompanied through the darkest days of the Cold War by an “Emergency Briefcase” outlining FBI plans to sweep up thousands of Americans deemed a security threat. Long before Barack Obama made the Washington title “czar” popular, Dwight Eisenhower had imagined an expansive set of secret powers, preselecting nine men – mostly private citizens – who would be real czars, stepping in during an emergency to remake the private sector, seize assets coast to coast, and create new bureaucracies that would control nearly every aspect of American life until peace could be restored.The Post Office would be in charge of registering the nation’s dead; the National Park Service would run the refugee camps; the Department of Agriculture would distribute rationed food. Congress would retreat to a special bunker at a West Virginia resort; the Supreme Court would relocate to another resort in the North Carolina mountains; the Department of the Interior would move to the grounds of a former college in Harpers Ferry. The Federal Reserve kept an underground bunker stocked with a billion dollars cash inside Mount Pony, seventy miles south of Washington. FEMA would help the nation rebuild from regional bunkers in places like Denton, Texas, and Maynard, Massachusetts.It was also carefully decided that at the National Archives, the Declaration of Independence would be saved before the Constitution, and at the National Gallery of Art, Leonardo da Vinci’s Florentine masterpiece Ginevra de’ Benci took priority over Rogier van der Weyden’s Renaissance masterpiece Saint George and the Dragon. The Library of Congress knew it would save the Gettysburg Address ahead of George Washington’s military commission, and in Philadelphia, a specially trained team of park rangers stood ready to evacuate the Liberty Bell into the mountains of Appalachia.At every level, the COG system offered redundancy piled atop redundancy. It was a system that touched every state in the union – and nearly every state hosted a hidden COG facility. The scope of power involved was unlike anything our nation has ever experienced.– Raven Rock: The Story of the U.S. Government’s Secret Plan to Save Itself – While the Rest of Us DieBy Garrett M. GraffSimon & Schuster (BOOK | KINDLE)" True text
deadpresidents 160541555362 "2017-05-11 06:01:21 GMT" http://deadpresidents.tumblr.com/post/160541555362/for-nearly-fifty-years-the-inner-workings-of-the "“For nearly fifty years, the inner workings of the nation’s COG [Continuity of Government] protocols were some of the government’s best-kept secrets…Even colleagues in the same office didn’t know the scope of COG plans. When Aaron Sorkin was researching  what would become The American President and The West Wing, Clinton aide George Stephanopoulos pulled out of his wallet what the Hollywood director first thought was a bus pass – it actually was the little card explaining how Stephanopoulos would be evacuated in the event of a nuclear attack. Sorkin incorporated that card into a later West Wing episode, where character Josh Lyman received such a card from the National Security Council and felt guilt because his co-workers wouldn’t also be saved. While shooting the scene, set consultant Dee Dee Myers, the former press secretary to Bill Clinton, pulled Sorkin aside to tell him that the scene was unrealistic because those cards didn’t actually exist. Sorkin was shocked: Even as a top aide, she’d never realized that her co-workers had exactly those cards – and she never did.”Garrett M. Graff, Raven Rock: The Story of the U.S. Government’s Secret Plan to Save Itself – While the Rest of Us Die (BOOK | KINDLE)This is just one of the endless fascinating anecdotes in Graff’s revealing new book about our nation’s Continuity of Government plans in case of a devastating attack on the United States which might decapitate the senior leadership and threaten the government’s survival.Raven Rock: The Story of the U.S. Government’s Secret Plan to Save Itself – While the Rest of Us Die by Garrett M. Graff is available now from Simon & Schuster." True text
deadpresidents 160533616762 "2017-05-11 01:20:29 GMT" http://deadpresidents.tumblr.com/post/160533616762/let-me-say-some-of-these-things-out-loud-real "•Yesterday, President Trump fired FBI Director James Comey because he’s upset that no charges were brought against Trump’s opponent in the 2016 election (which Trump promised to do during the Presidential debates) AND because Trump is annoyed at how serious the FBI seems to be about investigating Russian interference in our Presidential election.•Today, President Trump  not only met with the Russian Foreign Minister, but also the Russian Ambassador who is at the center of every controversial meeting between Trump associates and Russian contacts.•Oh, and that meeting – held in the Oval Office – was done at the “insistence” of Russian President Vladimir Putin.•By the way, no American news outlets were allowed to cover this meeting in the OVAL OFFICE between the President of the United States, the Russian Foreign Minister, and the Russian Ambassador at the center of many of the controversies suggesting collusion between Trump’s campaign and Russia. NO AMERICAN PRESS WAS ALLOWED TO COVER THE MEETING. There was not even a pool reporter or a pool photographer from a United States media organization allowed to step into the Oval Office for five seconds to take a photo of Trump and the Russians. •But, hey, that’s okay because we can always count on TASS, the official Russian state news agency to cover our President’s meeting in the most important office of the “People’s House”:We ARE going to remember the names of the Republican members of Congress who aren’t raising questions, objections, or worries about what’s happening in this country, right? We won’t allow this to just become the new normal, right? What the fuck is happening, America? How did we get to the point where things are so crazy that we just stopped paying attention to all of the new crazy things taking place?" True text
deadpresidents 160143353792 "2017-04-30 05:58:04 GMT" http://deadpresidents.tumblr.com/post/160143353792/from-the-franklin-pierce-papers-now-online-at "From the Franklin Pierce Papers, NOW ONLINE (!) at the Library of Congress:A letter that Nathaniel Hawthorne wrote to former President Franklin Pierce on May 7, 1864, shortly before the two lifelong friends embarked upon a trip together to New Hampshire’s White Mountains. Although they traveled with hopes that it might help restore Hawthorne’s perilous health, the legendary author died on May 19th, with his beloved friend, Pierce – who Hawthorne had controversially remained loyal to throughout turbulent and difficult times – at his side." True text
deadpresidents 160031635652 "2017-04-27 00:52:13 GMT" http://deadpresidents.tumblr.com/post/160031635652/just-a-random-thing-that-i-found-interesting-while  True text
deadpresidents 159138976327 "2017-04-03 04:09:17 GMT" http://deadpresidents.tumblr.com/post/159138976327/after-27-years-the-undertaker-finally-breaks  True text
