arianagrandesource 161064464826 "2017-05-25 18:15:58 GMT" https://arianagrandesource.tumblr.com/post/161064464826/update-ariana-will-pay-for-all-funerals-and-all "We’re very sorry to announce that this is still a rumor and that nothing has been confirmed by Ariana herself or her team!" False text
arianagrandesource 161059917766 "2017-05-25 15:26:38 GMT" https://arianagrandesource.tumblr.com/post/161059917766/update-ariana-will-pay-for-all-funerals-and-all  True text
arianagrandesource 161002563996 "2017-05-24 00:22:57 GMT" https://arianagrandesource.tumblr.com/post/161002563996/update-ariana-has-reached-out-to-all  True text
arianagrandesource 160995873976 "2017-05-23 20:40:32 GMT" https://arianagrandesource.tumblr.com/post/160995873976/there-are-pictures-of-arianas-crew-and-family "There are pictures of Ariana’s crew and family arriving in Florida. We haven’t seen any of Ariana yet, but we won’t post them anyway to respect her, her crew and her entire family. We think it’s only fair to give them the break they deserve after a trauma like this and not be as insensitive as those paps were by taking pics of them. We’re sorry if some of you may be upset by this decision, but we honestly think it’s the right thing to do right now!We can confirm that there are a few pictures of Ariana. She, as well as her entire team and family are back in Boca Raton, Florida." True text
arianagrandesource 160971229646 "2017-05-23 03:17:21 GMT" https://arianagrandesource.tumblr.com/post/160971229646/according-to-tmz-ariana-has-put-the-european-leg "EDIT: Ariana’s team has stated they don’t know yet what they are going to do and it has not been decided." True text
arianagrandesource 160967840451 "2017-05-23 01:26:45 GMT" https://arianagrandesource.tumblr.com/post/160967840451/manchester "lotstradamus:  - search the hashtag #RoomForManchester for places to stay for those stranded at Victoria  - taxis are offering free rides to people trying to leave the area - lots of children without parents or guardians have reportedly been taken to the Holiday Inn, phone # 0161 836 9600 - there are armed police as far out as M&S on Market Street, so avoid the city centre altogether  " False text
arianagrandesource 160965578546 "2017-05-23 00:07:56 GMT" https://arianagrandesource.tumblr.com/post/160965578546/manchester-arena-explosion-please-signal-boost "littleweasley:  If you or anyone you know might be stranded in Manchester after tonight’s explosion, taxies in the centre of the city are offering free rides home The Holiday Inn are currently looking after dozens of stranded children unable to contact their parents, please call 0161 836 9600 Anyone in need of a room or a lift home, please check the #roomformanchester tag on twitter and other social medias. Various other people are offering rooms online. x x PLEASE ONLY CONTACT THE AMBULANCE SERVICE IF YOU ARE IN A LIFE THREATENING SITUATION Central Manchester is apparently on lockdown so please do not visit the city centre, remain on the outskirts and at a distance from the Arena PLEASE DO NOT POST/SHARE IMAGES OR VIDEOS OF THE INJURED OR DECEASED VICTIMS OF THE EXPLOSION " False text
arianagrandesource 160855379611 "2017-05-20 00:19:44 GMT" https://arianagrandesource.tumblr.com/post/160855379611/astraeawrites-under-the-cut-youll-find-30 "astraeawrites: Under the cut you’ll find 30 doodle icons of Ariana Grande and an added bonus of the icons without the doodles featured in both color and black and white making it a total of 60 icons. They have also all been added to my icons page. These were requested by @ninaofrp and please like/reblog if using!!  Continuar lendo " False text
arianagrandesource 160742205216 "2017-05-16 20:23:22 GMT" https://arianagrandesource.tumblr.com/post/160742205216/ariana-brought-cashmere-cat-on-stage-tonight-in  True text
arianagrandesource 160525443621 "2017-05-10 20:39:33 GMT" https://arianagrandesource.tumblr.com/post/160525443621/ariana-didnt-sing-quit-tonight  True text
arianagrandesource 160452656051 "2017-05-08 20:05:28 GMT" https://arianagrandesource.tumblr.com/post/160452656051/ariana-has-performed-both-focus-and-quit "Follow our twitter @argrandesource for more updates :)" True text
arianagrandesource 160444500731 "2017-05-08 15:16:15 GMT" https://arianagrandesource.tumblr.com/post/160444500731/ariana-posted-a-video-on-her-instagram-story  True text
arianagrandesource 160057880131 "2017-04-27 19:35:36 GMT" https://arianagrandesource.tumblr.com/post/160057880131/victoria-monet-is-gonna-open-the-dangerous-woman "She’s also going to be the opening act for Frankfort (Germany) and Zurich (Switzerland)!" False text
arianagrandesource 160048888421 "2017-04-27 13:51:50 GMT" https://arianagrandesource.tumblr.com/post/160048888421/victoria-monet-is-gonna-open-the-dangerous-woman  True text
arianagrandesource 160046005766 "2017-04-27 11:32:30 GMT" https://arianagrandesource.tumblr.com/post/160046005766/victoria-monet-is-gonna-open-the-dangerous-woman  True text
arianagrandesource 159836050216 "2017-04-21 19:58:56 GMT" https://arianagrandesource.tumblr.com/post/159836050216/ariana-cowrote-her-cashmere-cat-collaboration-with  True text
