cupcakejongdae 161026020387 "2017-05-24 17:01:12 GMT" https://cupcakejongdae.tumblr.com/post/161026020387/chenthetype-chen-the-type-to-pretend-to-be-on "chenthetype:Chen the type to pretend to be on vocal rest just so he can talk to the members through post-it notes. He makes sure to color code. Green for Chanyeol, red for Kyungsoo, pink for Yixing, yellow for…" False text
cupcakejongdae 160988534926 "2017-05-23 16:27:29 GMT" https://cupcakejongdae.tumblr.com/post/160988534926/the-world-has-a-lot-of-fucked-up-things-happening "the world has a lot of fucked up things happening right now, please everybody stay safe and strong" True text
cupcakejongdae 160952512981 "2017-05-22 17:01:09 GMT" https://cupcakejongdae.tumblr.com/post/160952512981/with-all-the-recent-exo-m-interactions-its-time 3ouncesofwhoopass: False text
cupcakejongdae 160873209946 "2017-05-20 14:03:06 GMT" https://cupcakejongdae.tumblr.com/post/160873209946/oldunnie-i-hope-bangtan-will-not-hide-their "oldunnie:I hope bangtan will not hide their happiness and excitement when they get on the stage to receive the awards. I hope they wont act all cool just because that’s how western artist usually do. I want them to show their real self, all smiles, and show how much grateful they are for the awards. And we all know namjoon probably feels super nervous right now for the acceptance speech. I just hope he is not too nervous and even if he made a mistakes in english, its super okay because he sincerely learned the language and tried his best even tho its not his first language. And one more thing, I just hope all the fans not take namjoon’s effort to speak in english for granted cause he learned it to communicate with us, his fans." False text
cupcakejongdae 160831179430 "2017-05-19 07:00:50 GMT" https://cupcakejongdae.tumblr.com/post/160831179430/underrated-exo-things "joonmyeon-junmyeon-joonmyun:•  Chen •  첸 •  김종대 •  Kim Jongdae •  Jongdae Kim •  EXO-M’s main vocalist •  Chencing machine •  KJD •  K I M  J O N G D A E •  FUCKING KIM JONGDAE" False text
cupcakejongdae 160825029897 "2017-05-19 03:00:43 GMT" https://cupcakejongdae.tumblr.com/post/160825029897/can-people-start-appreciating-namjoon  True text
cupcakejongdae 160739983301 "2017-05-16 19:12:51 GMT" https://cupcakejongdae.tumblr.com/post/160739983301/qumi-if-you-could-rb-this-esp-if-youre "qumi:  if you could rb this esp if you’re non-muslim, it would be very appreciated.  i’m always happy to see people supporting muslims. however, as the month of ramadan approaches, i’ve noticed a lot of the “nsfr (not safe for ramadan)” posts popping up. these are mainly made by white people, although some by muslims. the whole point of ramadan is to be surrounded by food, water, swearing,(NSFW things are excluded from this post, those should be tagged) etc, and resisting the temptation to participate in anything. ramadan is about recognizing what we take for granted everyday and learning to appreciate it. we mindlessly feed our bodies food we don’t necessarily need everyday. to be able to let yourself be thirsty and hungry gives an insight to those who live like that daily, with no end to it. they do not get to just wait until the sun goes down to be able to eat a big meal surrounded by family. they continue to be hungry, regardless of what time of day it is. it reminds us of the struggles that poor and/or homeless people face.  the point of fasting is to submit to Allah for as long as humanly possible, which is from dawn to dusk. fasting is indeed incredibly hard, that is true. seeing water when i fast is very difficult for me. however, people in countries who mass celebrate ramadan, go to work in the 100+ degree F weather, the kids at school don’t stop fasting just because they’re in school, etc. it’s slightly offensive that these posts are made “uwu!! be safe!! it’s hot out!!! don’t let yourself pass out!!!im tagging everything i can!!! uwu!!!” because most of those posts are made by people asking for notes rather than those who actually care about muslims.  i’m going to wrap this up because it’s long, but please, don’t treat muslims like babies. we are mostly capable of seeing such things you guys tag during ramadan and not being affected. if you DO reblog posts about NSFR things, please do so FROM AN ACTUAL MUSLIM.  thank you. " False text
cupcakejongdae 160651126631 "2017-05-14 08:52:31 GMT" https://cupcakejongdae.tumblr.com/post/160651126631/baekhyunloveblog-barber-what-u-want-bulgaria "baekhyunloveblog: barber: what u want bulgaria: gimme that look… u know singing about wolf naega wolf awoooo ? barber: say no more " False text
cupcakejongdae 160571801879 "2017-05-12 03:00:48 GMT" https://cupcakejongdae.tumblr.com/post/160571801879/warmchanyeol-all-opinions-are-valid-except-hate "warmchanyeol: all opinions are valid except hate towards cbx" False text
cupcakejongdae 160506734056 "2017-05-10 06:24:59 GMT" https://cupcakejongdae.tumblr.com/post/160506734056/interviewer-its-a-big-deal-junmyeon-jongin "interviewer: it’s a big deal!junmyeon, jongin, jongdae: *laughing*minseok, sehun: *politely laughing*chanyeol and baekhyun: *mocking* BIG DEAL YEAH MANkyungsoo: " True text
cupcakejongdae 160386949366 "2017-05-07 00:41:47 GMT" https://cupcakejongdae.tumblr.com/post/160386949366/me-heydo-you-know-who-i-love-everyone-actually "me: hey…do you know who i loveeveryone: actually shut u-me: KIM JONGDAE AKA EXO’S CHEN BAPTISMAL NAME MATTEO ANGEL OF THE WORLD ACTUAL SUNSHINE TALENTED IN EVERY ASPECT KING OF THE UNIVERSE" True text
cupcakejongdae 160386483461 "2017-05-07 00:23:47 GMT" https://cupcakejongdae.tumblr.com/post/160386483461/saintksoo-i-think-i-mentioned-this-right-after "saintksoo:I think I mentioned this right after the concert but Jongdae really is so beautiful in person like I was truly unprepared every time I laid my eyes on him I was blown away like I actually gasped out loud multiple times it’s unexplainable he’s truly the sun his entire being radiates light and warmth and his smile is the equivalent of getting the breath knocked out of you his cheekbones are like gazing at a sculpture that took centuries to perfect and his eyes are so beautiful they like pin you in place and time stops and the world keeps turning but it doesn’t matter anymore ?? seeing him live was a religious experience " False text
cupcakejongdae 160372570606 "2017-05-06 16:16:59 GMT" https://cupcakejongdae.tumblr.com/post/160372570606/i-just-told-my-mum-that-she-can-download-vlive-and "i just told my mum that she can download vlive and watch the members when they livestream (yes i accidentally made my mum an army) and even she’s just come and said to me “why do people keep commenting asking for other members that’s so shitty”" True text
cupcakejongdae 160255475451 "2017-05-03 05:33:14 GMT" https://cupcakejongdae.tumblr.com/post/160255475451/170324-vs-tweet-jins-replies "bts-trans:  V’s Tweet thx❤️❤️❤️❤️❤️ https://t.co/b2i9mfPrJb Jin’s replies 아니.. 너무하네ㅡㅡ Hey.. you’re so meanㅡㅡ 절교다 It’s over between us Trans cr; Mary @ bts-trans© TAKE OUT WITH FULL CREDITS " False text
cupcakejongdae 160204563931 "2017-05-01 21:35:57 GMT" https://cupcakejongdae.tumblr.com/post/160204563931/callmeminseok-sm-heard-that-everyone-hated-lotto "callmeminseok:sm heard that everyone hated lotto so they put in the same lottery sound at the beginning of ka ching! to say fuck you " False text
cupcakejongdae 160184590956 "2017-05-01 08:31:55 GMT" https://cupcakejongdae.tumblr.com/post/160184590956/im-here-to-confirm-that-ka-ching-gets-better "im here to confirm that ka-CHING! gets better every time you watch it" True text
cupcakejongdae 160184532101 "2017-05-01 08:28:57 GMT" https://cupcakejongdae.tumblr.com/post/160184532101/oohsehunnies-i-cant-believe-cbx-is-actually "oohsehunnies: I can’t believe cbx is actually singing about how much money they’re making off of my tears" False text
