lafemmedemon 161042096566 "2017-05-25 02:09:01 GMT" https://lafemmedemon.tumblr.com/post/161042096566/lafemmedemonim-adding-music-to-my-blog-its " lafemmedemon I ad music blog okay go plan" False text
lafemmedemon 161041200386 "2017-05-25 01:39:23 GMT" https://lafemmedemon.tumblr.com/post/161041200386/mirthfulmeg-the-phantom-look-ive-created-the " mirthfulmeg the phantom look I creat heavenli diva centuri the persian liter anyon els stori you fuck perfectli good soprano done look got anxieti" False text
lafemmedemon 161036193746 "2017-05-24 22:46:26 GMT" https://lafemmedemon.tumblr.com/post/161036193746/lulloph-pros-to-dating-a-witch-youre-dating " lulloph pro date witch date witchcon date witch" False text
lafemmedemon 161031009651 "2017-05-24 19:59:30 GMT" https://lafemmedemon.tumblr.com/post/161031009651/ceres-in-the-signs " astrolog digit dumdum cere cere describ deal self esteem issu attach depend loss separ reject grief share relationship parent children work product cere sign show natur inclin nurtur other cere portray need feel uncondit love accept It also show nurtur other around us cere ari feel nurtur grant independ they nurtur other help becom self suffici To feel love placement need person encourag cere ari independ self determin self suffici cere tauru feel nurtur physic sens stabil they also need touch held they nurtur other provid tangibl need thi placement feel secur provid materi cere gemini feel nurtur educ spoken listen these peopl nurtur other listen commun knowledg these individu experi self accept feel intellectu compet cere cancer feel nurtur bond mother mother figur fed feel love these individu self esteem base abil express handl facilit emot If healthi self esteem placement make natur nurtur cere leo feel nurtur accept self express when parent parent figur show pride cere leo accomplish leo nurtur other help find self express self accept base abil creat share someth proud cere virgo feel nurtur near perfect servic mother mother figur help cere virgo becom compet discrimin self disciplin caus virgo nurtur other teach servic self accept come master skill feel use other cere libra feel nurtur foster cooper cere libra nurtur other help learn interact other creat balanc relationship these individu self esteem base abil creat harmoni relationship environ cere scorpio feel nurtur intens emot bond they express nurtur creat emot commit heal other provid support transform self accept gain transform jealousi neg lack trust uncondit love cere sagittariu feel nurtur grant freedom explor expand everi aspect live they express nurtur teach other expand horizon they may also nurtur other help develop life philosophi they find self accept creat purpos one life alway move forward toward cere capricorn feel nurtur achiev they nurtur other teach achiev succeed world they find self accept tangibl accomplish earn hard work cere aquariu feel nurtur allow express individu they nurtur other help find accept individu they find self accept creat origin path break limit cere pisc feel nurtur feel compass connect greater conscious they nurtur other heal take away pain other empathi listen love faith give inspir their self accept base abil serv other selflessli" False text
lafemmedemon 160995073701 "2017-05-23 20:15:25 GMT" https://lafemmedemon.tumblr.com/post/160995073701/kinda-sorta-really-wanna-add-music-to-my-blog " kinda sorta realli wanna add music blog" True text
lafemmedemon 160994329291 "2017-05-23 19:52:26 GMT" https://lafemmedemon.tumblr.com/post/160994329291/twoweeksmaybe-i-went-to-an-ariana-grande-concert " twoweeksmayb went ariana grand concert month ago mani young girl digit digit digit digit year old mom first concert could feel excit air walk around venu ariana shirt accessori danc along song thought someon plan terrorist attack specif intent target kill women girl absolut shatter heart" False text
lafemmedemon 160994300236 "2017-05-23 19:51:28 GMT" https://lafemmedemon.tumblr.com/post/160994300236/rainy-days-put-me-in-a-fleetwood-mac-mood " raini day put fleetwood mac mood" True text
lafemmedemon 160976796131 "2017-05-23 06:39:03 GMT" https://lafemmedemon.tumblr.com/post/160976796131/so-i-just-watched-queen-of-the-damned-again-and " So I watch queen damn I think pretti safe say I still want lestat fuck" True text
lafemmedemon 160897457316 "2017-05-21 04:44:33 GMT" https://lafemmedemon.tumblr.com/post/160897457316/ninthhousemoon-hello-yes-its-gemini-season " ninthhousemoon hello ye gemini season gemmi let b friend" False text
lafemmedemon 160888710541 "2017-05-20 23:15:06 GMT" https://lafemmedemon.tumblr.com/post/160888710541/watchdogz-hey-take-this-quiz-about-which-greek " watchdogz hey take quiz greek god goddess relat" False text
